Title,Identifier,Creator,Description,Published,Link
OYXXVHZF,TAELIMIOYXXVHZF,Unknown creator,https://www.taelimi.com,No date available,https://archive.org/details/TAELIMIOYXXVHZF
PBZYQNIT,TAELIMIPBZYQNIT,Unknown creator,https://www.taelimi.com,No date available,https://archive.org/details/TAELIMIPBZYQNIT
PDSDJTZD,TAELIMIPDSDJTZD,Unknown creator,https://www.taelimi.com,No date available,https://archive.org/details/TAELIMIPDSDJTZD
QBLKLPSL,TAELIMIQBLKLPSL,Unknown creator,https://www.taelimi.com,No date available,https://archive.org/details/TAELIMIQBLKLPSL
SPXETISC,TAELIMISPXETISC,Unknown creator,https://www.taelimi.com,No date available,https://archive.org/details/TAELIMISPXETISC
UUHQPGZF,TAELIMIUUHQPGZF,Unknown creator,https://www.taelimi.com,No date available,https://archive.org/details/TAELIMIUUHQPGZF
VTMYUQFQ,TAELIMIVTMYUQFQ,Unknown creator,https://www.taelimi.com,No date available,https://archive.org/details/TAELIMIVTMYUQFQ
النسخة الثانية,alhanafy2_yahoo_201704,Unknown creator,konh alkhbar 2,No date available,https://archive.org/details/alhanafy2_yahoo_201704
activitÃ©s.culturels.2010,activits.culturels.2010,Unknown creator,ÙØªØ¸Ø§ÙØ±Ø§Øª Ø§ÙØ«ÙØ§ÙÙØ©,No date available,https://archive.org/details/activits.culturels.2010
addoameraj,addoameraj,المكتبة الإسلامية الإمامية - Youtube,الدعاء معراج الروح و منهاج الحياة - السيد محمد تقي المدرّسي,2021-09-09T00:00:00Z,https://archive.org/details/addoameraj
ملخص الوجدات من 7 إلى 10,aekzmax_gmail_710,aekmax,ملخص الوجدات من 7 إلى 10.pdf,2016-02-29T00:00:00Z,https://archive.org/details/aekzmax_gmail_710
Elkafy.com المتميز لرياضيات 2 ابتدائى ترم 2 2016.1017,Elkafy.com222016.1017,Unknown creator,??,No date available,https://archive.org/details/Elkafy.com222016.1017
Dabiq 10 العدد العاشر من #دابق - رمضان أشريعة الله أم شرائع البشر,Dabiq10_20150713_2226,Unknown creator,العدد العاشر من #دابق - رمضان أشريعة الله أم شرائع البشر,No date available,https://archive.org/details/Dabiq10_20150713_2226
التراث الجغرافي الإسلامي,wal_gmail_201511_20151106_1804,Unknown creator,أعلام الجغرافيين العرب,No date available,https://archive.org/details/wal_gmail_201511_20151106_1804
الشيخ شعبان درويش,way2allah_20150416,Unknown creator,الملف بتاريخ 14/4/2015 الحلقة 11 وهى 13 فتوى : https://archive.org/details/Fatwa_20150414 الحلقة على الموقع : http://way2allah.com/khotab-item-90594.htm الأسئلة : الشيخ شعبان درويش,No date available,https://archive.org/details/way2allah_20150416
محاضرات العقود الخاصة كاملة السداسي الثاني أ.سلايم,blidachlef090277_hotmail_201605,Unknown creator,محاضرات العقود الخاصة كاملة - السداسي الثاني - أ.سلايم,No date available,https://archive.org/details/blidachlef090277_hotmail_201605
"إلى الحكومة الألمانية: أطلقوا سراح""أم سيف الله الأنصارية"" نطلق لكم أسيركم",asiralmani_bayen,Unknown creator,No description available,No date available,https://archive.org/details/asiralmani_bayen
برنامج أسرار الصلاه لفضيلة الشيخ عمرو أحمد ح 15 بعنوان إن الله يحب أن يحلف به,asrar_aslala_2_aldrs_15,Unknown creator, برنامج أسرار الصلاه لفضيلة الشيخ عمرو أحمد ح 15 بعنوان إن الله يحب أن يحلف به,No date available,https://archive.org/details/asrar_aslala_2_aldrs_15
asbeelinhad,asbeelinhad,المكتبة الإسلامية الإمامية - Youtube,السبيل ، إلى إنهاض المسلمين - السيد محمد الحسيني الشيرازي,2022-03-01T00:00:00Z,https://archive.org/details/asbeelinhad
خواطر أيها الجيل,ayoha_algel,Unknown creator,خواطر أيها الجيل إبراهيم بن نبيل السبكي,No date available,https://archive.org/details/ayoha_algel
ارسين لوبين في موسكو #٧,Heliopolis1957_gmail_20180708_2014,Unknown creator,ارسين لوبين ,No date available,https://archive.org/details/Heliopolis1957_gmail_20180708_2014
أدب التخاطب ـ أبو عبد الله مصطفى بن العدوي شلباية,Heliopolis1957_gmail_20180610_1127,Unknown creator,ادب التخاطب ,No date available,https://archive.org/details/Heliopolis1957_gmail_20180610_1127
الرسالة النهائية 29 9,gehadabozena_gmail_299,Unknown creator,Message,No date available,https://archive.org/details/gehadabozena_gmail_299
حديث داووا مرضاكم بالصدقة,azzandi396_yahoo_201804,Unknown creator,حديث : داووا مرضاكم بالصدقة بحث كتبه أبو عبد الرحمن بن حسن الزندي الكردي,No date available,https://archive.org/details/azzandi396_yahoo_201804
b-blaga2thwww.azhry.com,b-blaga2thwww.azhry.com,Unknown creator,اجزاء من كتاب البلاغة للصف الثاني الثانوي 2016 نسخة pdf,No date available,https://archive.org/details/b-blaga2thwww.azhry.com
اءكيمي,WWW.Elkafy.COM_20170817,Unknown creator,؟؟,No date available,https://archive.org/details/WWW.Elkafy.COM_20170817
asdds,asdds,Unknown creator,asdfghjkl;,No date available,https://archive.org/details/asdds
Soal Seleksi Al Azhar 2016,SoalSeleksiAlAzhar2016,"DIKTIS KEMENAG, OIAA",Soal Seleksi Kuliah Timur Tengah Tahun 2016,2016-04-24T00:00:00Z,https://archive.org/details/SoalSeleksiAlAzhar2016
السياسة الخارجية الأمريكية بين مدرستين المحافظة الجديدة والواقعية,YacineB00136BibliothqueApcHamma,Unknown creator,السياسة الخارجية الأمريكية بين مدرستين المحافظة الجديدة والواقعية ,No date available,https://archive.org/details/YacineB00136BibliothqueApcHamma
رواية المجاعة البيضاء,YacineB00520BibliothqueApcHamma,Unknown creator,رواية المجاعة البيضاء,No date available,https://archive.org/details/YacineB00520BibliothqueApcHamma
دور مراكز إعادة التربية في تحقيق التوافق النفسي الاجتماعي للمراهقة الجانحة,YacineB00785BibliothqueApcHamma,Unknown creator,دور مراكز إعادة التربية في تحقيق التوافق النفسي الاجتماعي للمراهقة الجانحة,No date available,https://archive.org/details/YacineB00785BibliothqueApcHamma
دليل مراجعة خارجية كامل,Yahiamohammed90_gmail,Unknown creator,فاينال,No date available,https://archive.org/details/Yahiamohammed90_gmail
المخدرات الوهم القاتل للشيخ علي قاسم,Yahoo_201703,Unknown creator,المخدرات الوهم القاتل,No date available,https://archive.org/details/Yahoo_201703
اخرج من السجن للشيخ علي قاسم,Yahoo_201712,Unknown creator,درس تفريغ,No date available,https://archive.org/details/Yahoo_201712
قانون الإيمان للمسيحيين,abuyahia2000_yahoo_20190220,Unknown creator,قانون الإيمان للمسيحيين.pdf,No date available,https://archive.org/details/abuyahia2000_yahoo_20190220
تطبيق الحفظ الوقائي للأرشيف من الأخطار والكوارث الطبيعية,YacineB00398BibliothqueApcHamma,Unknown creator,تطبيق الحفظ الوقائي للأرشيف من الأخطار والكوارث الطبيعية,No date available,https://archive.org/details/YacineB00398BibliothqueApcHamma
دور الإعلام الاجتماعي في صناعة الرأي العام,YacineB00366BibliothqueApcHamma,Unknown creator,دور الإعلام الاجتماعي في صناعة الرأي العام,No date available,https://archive.org/details/YacineB00366BibliothqueApcHamma
جغرافيا العالم العربي,YacineB00508BibliothqueApcHamma,Unknown creator,جغرافيا العالم العربي,No date available,https://archive.org/details/YacineB00508BibliothqueApcHamma
حماية حقوق الإنسان تحت الاحتلال,YacineB00986BibliothqueApcHamma,Unknown creator,حماية حقوق الإنسان تحت الاحتلال,No date available,https://archive.org/details/YacineB00986BibliothqueApcHamma
البعد اللساني الثقافي في النص المدرسي - دراسة في مناهج اللغة العربية بالمرحلة الثانوية,YacineB00991BibliothqueApcHamma,Unknown creator,البعد اللساني الثقافي في النص المدرسي - دراسة في مناهج اللغة العربية بالمرحلة الثانوية,No date available,https://archive.org/details/YacineB00991BibliothqueApcHamma
النظام المحاسبي المالي بين الاستجابة للمعايير الدولية ومتطلبات التطبيق,YacineB00997BibliothqueApcHamma,Unknown creator,النظام المحاسبي المالي بين الاستجابة للمعايير الدولية ومتطلبات التطبيق,No date available,https://archive.org/details/YacineB00997BibliothqueApcHamma
كتاب الرقم الموحد لكلمة التوحيد,abdallahchaib_yahoo_201704,عبد الله شعيب,تـقديم الدكتور. عبد الغفار بن نعمية            اطلعت على كتاب «الرَّقم المٌوَحَّد لِكَلِمَةِ التَّوحِيد» للباحث عبد الله شعيب وظهر لي إمكانية طبع الكتاب كإضافة معرفية ونوعية للمكتبة العربية اﻹسلامية خاصة وأن الكتاب يعالج مسألة ﺇعجازية رقمية مهمة. لقد حاول الباحث إثبات هذه النظرية بكل جهد ودقة، وﺇﺫ أوافق بعد اطلاعي على طبعه فإن ﺫلك مرهون بالتأكد من صحة المعلومات لارتباط الطرح بالقرآن الكريم وحيث نضمن عدم تحمل النص القرآني مالا يتحمله. أجدد تنويهي بجهد الباحث وادفع من خلاله إلى مواصلة البحث في مسائل اﻹعجاز الرقمي والحرص على التعامل مع القرآن الكريم بموضوعية واحتراس. من الواجب أيضا أن أشكر الباحث على جهوده فقد اعترك مضمارا صعب على الكثير من الباحثين.  في الأخير أتمنى للباحث التوفيق والسداد وأن يجعل عمله هذا خالصا لوجهه الكريم، وأن يجد بحثه هذا مكانا ضمن الأبحاث القرآنية المتخصصة.     الدكتور. عبد الغفار بن نعمية    أستاذ بقسم الحضارة الإسلامية بكلية العلوم الإنسانية والعلوم الإسلامية   جامعة وهران  -1 -أحمد بن بلة وهران، الجزائر في 1437ه,2016-06-15T00:00:00Z,https://archive.org/details/abdallahchaib_yahoo_201704
فتاوى الشيخ طلعت العفيفى,afify_fatwa_6-12-2009-,Unknown creator,السلام   عليكم ورحمة الله وبركاته فتاوى الشيخ طلعت العفيفى قناة الناس بتاريخ 6 / 12 / 2009 رابط الدرس : http://way2allah.com/khotab-item-18501.htm,No date available,https://archive.org/details/afify_fatwa_6-12-2009-
